Indicator,Country,ISO3,Land_Type,Season,Date,Data,Year,Month,Dekad,Unit,Source
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-10-21,11.417,1987,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-11-01,46.094,1987,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-11-11,71.832,1987,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-11-21,74.623,1987,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-12-01,68.623,1987,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-12-11,54.282,1987,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-12-21,31.476,1987,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-01-01,4.096,1988,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-01-11,1.296,1988,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-01-21,0.777,1988,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-02-01,0.55,1988,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-02-11,0.29,1988,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-02-21,0.001,1988,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-03-01,0,1988,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-03-11,0,1988,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-03-21,0,1988,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-04-01,0,1988,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-04-11,0,1988,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-04-21,0,1988,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-05-01,0,1988,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-05-11,0,1988,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-05-21,0,1988,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-06-01,0,1988,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-06-11,0,1988,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-06-21,0,1988,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-07-01,0,1988,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-07-11,0,1988,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-07-21,0,1988,7,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-09-11,0,1988,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-09-21,0,1988,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-10-01,0,1988,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-10-11,0,1988,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-10-21,0.467,1988,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-11-01,2.732,1988,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-11-11,12.688,1988,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-11-21,23.445,1988,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-12-01,27.406,1988,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-12-11,29.525,1988,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1988-12-21,34.442,1988,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-01-01,57.325,1989,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-01-11,59.247,1989,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-01-21,55.705,1989,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-02-01,43.968,1989,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-02-11,33.66,1989,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-02-21,26.252,1989,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-03-01,18.77,1989,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-03-11,15.303,1989,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-03-21,13.517,1989,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-04-01,12.561,1989,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-04-11,12.126,1989,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-04-21,11.695,1989,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-05-01,10.114,1989,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-05-11,7.015,1989,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-05-21,6.445,1989,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-06-01,6.274,1989,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-06-11,8.375,1989,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-06-21,8.204,1989,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-07-01,7.179,1989,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-07-11,2.747,1989,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-07-21,0,1989,7,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-09-11,100,1989,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-09-21,100,1989,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-10-01,64.151,1989,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-10-11,24.047,1989,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-10-21,21.225,1989,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-11-01,15.606,1989,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-11-11,24.138,1989,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-11-21,32.315,1989,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-12-01,35.505,1989,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-12-11,37.243,1989,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1989-12-21,39.044,1989,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-01-01,45.698,1990,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-01-11,39.84,1990,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-01-21,30.823,1990,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-02-01,21.068,1990,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-02-11,14.863,1990,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-02-21,11.651,1990,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-03-01,9.985,1990,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-03-11,10.009,1990,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-03-21,9.59,1990,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-04-01,9.006,1990,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-04-11,9.194,1990,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-04-21,9.253,1990,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-05-01,7.425,1990,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-05-11,5.495,1990,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-05-21,4.05,1990,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-06-01,5.91,1990,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-06-11,7.82,1990,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-06-21,8.204,1990,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-07-01,7.679,1990,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-07-11,3.297,1990,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-07-21,6.667,1990,7,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-09-11,100,1990,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-09-21,100,1990,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-10-01,90.566,1990,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-10-11,90.029,1990,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-10-21,79.216,1990,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-11-01,90.723,1990,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-11-11,87.356,1990,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-11-21,78.25,1990,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-12-01,72.474,1990,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-12-11,67.512,1990,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1990-12-21,62.336,1990,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-01-01,42.553,1991,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-01-11,38.351,1991,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-01-21,34.052,1991,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-02-01,29.605,1991,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-02-11,23.435,1991,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-02-21,19.676,1991,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-03-01,16.239,1991,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-03-11,13.455,1991,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-03-21,11.052,1991,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-04-01,9.91,1991,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-04-11,9.718,1991,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-04-21,9.994,1991,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-05-01,10.793,1991,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-05-11,7.858,1991,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-05-21,3.17,1991,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-06-01,0.807,1991,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-06-11,0.404,1991,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-06-21,0.691,1991,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-07-01,1.336,1991,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-07-11,3.297,1991,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-07-21,6.667,1991,7,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-09-11,33.333,1991,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-09-21,33.333,1991,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-10-01,66.038,1991,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-10-11,58.358,1991,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-10-21,57.732,1991,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-11-01,62.333,1991,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-11-11,60.282,1991,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-11-21,60.322,1991,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-12-01,63.821,1991,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-12-11,68.331,1991,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1991-12-21,74.88,1991,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-01-01,86.484,1992,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-01-11,90.762,1992,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-01-21,93.703,1992,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-02-01,95.958,1992,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-02-11,97.744,1992,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-02-21,98.397,1992,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-03-01,98.635,1992,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-03-11,98.599,1992,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-03-21,98.113,1992,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-04-01,97.861,1992,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-04-11,97.608,1992,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-04-21,97.498,1992,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-05-01,97.227,1992,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-05-11,96.325,1992,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-05-21,94.41,1992,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-06-01,89.117,1992,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-06-11,84.309,1992,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-06-21,80.484,1992,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-07-01,80.134,1992,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-07-11,74.725,1992,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-07-21,60,1992,7,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-09-11,100,1992,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-09-21,100,1992,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-10-01,90.566,1992,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-10-11,93.842,1992,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-10-21,79.865,1992,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-11-01,54.414,1992,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-11-11,56.27,1992,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1992-11-21,62.692,1992,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
